Kode,Nama,Kota
35.25.07,UJUNGPANGKAH,KAB. GRESIK
35.25.08,KEDAMEAN,KAB. GRESIK
35.25.09,SIDAYU,KAB. GRESIK
35.25.10,MANYAR,KAB. GRESIK
35.25.11,CERME,KAB. GRESIK
35.25.12,BUNGAH,KAB. GRESIK
35.25.13,MENGANTI,KAB. GRESIK
35.25.14,KEBOMAS,KAB. GRESIK
35.25.15,DRIYOREJO,KAB. GRESIK
35.25.16,GRESIK,KAB. GRESIK
35.25.17,SANGKAPURA,KAB. GRESIK
35.25.18,TAMBAK,KAB. GRESIK
35.26.01,BANGKALAN,KAB. BANGKALAN
35.26.02,SOCAH,KAB. BANGKALAN
35.26.03,BURNEH,KAB. BANGKALAN
35.26.04,KAMAL,KAB. BANGKALAN
35.26.05,AROSBAYA,KAB. BANGKALAN
35.26.06,GEGER,KAB. BANGKALAN
35.26.07,KLAMPIS,KAB. BANGKALAN
35.26.08,SEPULU,KAB. BANGKALAN
35.26.09,TANJUNG BUMI,KAB. BANGKALAN
35.26.10,KOKOP,KAB. BANGKALAN
35.26.11,KWANYAR,KAB. BANGKALAN
35.26.12,LABANG,KAB. BANGKALAN
35.26.13,TANAH MERAH,KAB. BANGKALAN
35.26.14,TRAGAH,KAB. BANGKALAN
35.26.15,BLEGA,KAB. BANGKALAN
35.26.16,MODUNG,KAB. BANGKALAN
35.26.17,KONANG,KAB. BANGKALAN
35.26.18,GALIS,KAB. BANGKALAN
35.27.01,SRESEH,KAB. SAMPANG
35.27.02,TORJUN,KAB. SAMPANG
35.27.03,SAMPANG,KAB. SAMPANG
35.27.04,CAMPLONG,KAB. SAMPANG
35.27.05,OMBEN,KAB. SAMPANG
35.27.06,KEDUNGDUNG,KAB. SAMPANG
35.27.07,JRENGIK,KAB. SAMPANG
35.27.08,TAMBELANGAN,KAB. SAMPANG
35.27.09,BANYUATES,KAB. SAMPANG
35.27.10,ROBATAL,KAB. SAMPANG
35.27.11,SOKOBANAH,KAB. SAMPANG
35.27.12,KETAPANG,KAB. SAMPANG
35.27.13,PANGARENGAN,KAB. SAMPANG
35.27.14,KARANGPENANG,KAB. SAMPANG
35.28.01,TLANAKAN,KAB. PAMEKASAN
35.28.02,PADEMAWU,KAB. PAMEKASAN
35.28.03,GALIS,KAB. PAMEKASAN
35.28.04,PAMEKASAN,KAB. PAMEKASAN
35.28.05,PROPPO,KAB. PAMEKASAN
35.28.06,PALENGGAAN,KAB. PAMEKASAN
35.28.07,PEGANTENAN,KAB. PAMEKASAN
35.28.08,LARANGAN,KAB. PAMEKASAN
35.28.09,PAKONG,KAB. PAMEKASAN
35.28.10,WARU,KAB. PAMEKASAN
35.28.11,BATUMARMAR,KAB. PAMEKASAN
35.28.12,KADUR,KAB. PAMEKASAN
35.28.13,PASEAN,KAB. PAMEKASAN
35.29.01,KOTA SUMENEP,KAB. SUMENEP
35.29.02,KALIANGET,KAB. SUMENEP
35.29.03,MANDING,KAB. SUMENEP
35.29.04,TALANGO,KAB. SUMENEP
35.29.05,BLUTO,KAB. SUMENEP
35.29.06,SARONGGI,KAB. SUMENEP
35.29.07,LENTENG,KAB. SUMENEP
35.29.08,GILIGINTING,KAB. SUMENEP
35.29.09,GULUK-GULUK,KAB. SUMENEP
35.29.10,GANDING,KAB. SUMENEP
35.29.11,PRAGAAN,KAB. SUMENEP
35.29.12,AMBUNTEN,KAB. SUMENEP
35.29.13,PASONGSONGAN,KAB. SUMENEP
35.29.14,DASUK,KAB. SUMENEP
35.29.15,RUBARU,KAB. SUMENEP
35.29.16,BATANG BATANG,KAB. SUMENEP
35.29.17,BATUPUTIH,KAB. SUMENEP
35.29.18,DUNGKEK,KAB. SUMENEP
35.29.19,GAPURA,KAB. SUMENEP
35.29.20,GAYAM,KAB. SUMENEP
35.29.21,NONGGUNONG,KAB. SUMENEP
35.29.22,RAAS,KAB. SUMENEP
35.29.23,MASALEMBU,KAB. SUMENEP
35.29.24,ARJASA,KAB. SUMENEP
35.29.25,SAPEKEN,KAB. SUMENEP
35.29.26,BATUAN,KAB. SUMENEP
35.29.27,KANGAYAN,KAB. SUMENEP
35.71.01,MOJOROTO,KOTA KEDIRI
35.71.02,KOTA,KOTA KEDIRI
35.71.03,PESANTREN,KOTA KEDIRI
35.72.01,KEPANJENKIDUL,KOTA BLITAR
35.72.02,SUKOREJO,KOTA BLITAR
35.72.03,SANANWETAN,KOTA BLITAR
35.73.01,BLIMBING,KOTA MALANG
35.73.02,KLOJEN,KOTA MALANG
35.73.03,KEDUNGKANDANG,KOTA MALANG
35.73.04,SUKUN,KOTA MALANG
35.73.05,LOWOKWARU,KOTA MALANG
35.74.01,KADEMANGAN,KOTA PROBOLINGGO
35.74.02,WONOASIH,KOTA PROBOLINGGO
35.74.03,MAYANGAN,KOTA PROBOLINGGO
35.74.04,KANIGARAN,KOTA PROBOLINGGO
35.74.05,KEDOPOK,KOTA PROBOLINGGO
35.75.01,GADINGREJO,KOTA PASURUAN
35.75.02,PURWOREJO,KOTA PASURUAN
35.75.03,BUGUL KIDUL,KOTA PASURUAN
35.75.04,PANGGUNGREJO,KOTA PASURUAN
35.76.01,PRAJURITKULON,KOTA MOJOKERTO
35.76.02,MAGERSARI,KOTA MOJOKERTO
35.76.03,KRANGGAN,KOTA MOJOKERTO
35.77.01,KARTOHARJO,KOTA MADIUN
35.77.02,MANGUHARJO,KOTA MADIUN
35.77.03,TAMAN,KOTA MADIUN
35.78.01,KARANG PILANG,KOTA SURABAYA
35.78.02,WONOCOLO,KOTA SURABAYA
35.78.03,RUNGKUT,KOTA SURABAYA
35.78.04,WONOKROMO,KOTA SURABAYA
35.78.05,TEGALSARI,KOTA SURABAYA
35.78.06,SAWAHAN,KOTA SURABAYA
35.78.07,GENTENG,KOTA SURABAYA
35.78.08,GUBENG,KOTA SURABAYA
35.78.09,SUKOLILO,KOTA SURABAYA
35.78.10,TAMBAKSARI,KOTA SURABAYA
35.78.11,SIMOKERTO,KOTA SURABAYA
35.78.12,PABEAN CANTIAN,KOTA SURABAYA
35.78.13,BUBUTAN,KOTA SURABAYA
35.78.14,TANDES,KOTA SURABAYA
35.78.15,KREMBANGAN,KOTA SURABAYA
35.78.16,SEMAMPIR,KOTA SURABAYA
35.78.17,KENJERAN,KOTA SURABAYA
35.78.18,LAKARSANTRI,KOTA SURABAYA
35.78.19,BENOWO,KOTA SURABAYA
35.78.20,WIYUNG,KOTA SURABAYA
35.78.21,DUKUH PAKIS,KOTA SURABAYA
35.78.22,GAYUNGAN,KOTA SURABAYA
35.78.23,JAMBANGAN,KOTA SURABAYA
35.78.24,TENGGILIS MEJOYO,KOTA SURABAYA
35.78.25,GUNUNG ANYAR,KOTA SURABAYA
35.78.26,MULYOREJO,KOTA SURABAYA
35.78.27,SUKOMANUNGGAL,KOTA SURABAYA
35.78.28,ASEMROWO,KOTA SURABAYA
35.78.29,BULAK,KOTA SURABAYA
35.78.30,PAKAL,KOTA SURABAYA
35.78.31,SAMBIKEREP,KOTA SURABAYA
35.79.01,BATU,KOTA BATU
35.79.02,BUMIAJI,KOTA BATU
35.79.03,JUNREJO,KOTA BATU
36.01.01,SUMUR,KAB. PANDEGLANG
36.01.02,CIMANGGU,KAB. PANDEGLANG
36.01.03,CIBALIUNG,KAB. PANDEGLANG
36.01.04,CIKEUSIK,KAB. PANDEGLANG
36.01.05,CIGEULIS,KAB. PANDEGLANG
36.01.06,PANIMBANG,KAB. PANDEGLANG
36.01.07,ANGSANA,KAB. PANDEGLANG
36.01.08,MUNJUL,KAB. PANDEGLANG
36.01.09,PAGELARAN,KAB. PANDEGLANG
36.01.10,BOJONG,KAB. PANDEGLANG
36.01.11,PICUNG,KAB. PANDEGLANG
36.01.12,LABUAN,KAB. PANDEGLANG
36.01.13,MENES,KAB. PANDEGLANG
36.01.14,SAKETI,KAB. PANDEGLANG
36.01.15,CIPEUCANG,KAB. PANDEGLANG
36.01.16,JIPUT,KAB. PANDEGLANG
36.01.17,MANDALAWANGI,KAB. PANDEGLANG
36.01.18,CIMANUK,KAB. PANDEGLANG
36.01.19,KADUHEJO,KAB. PANDEGLANG
36.01.20,BANJAR,KAB. PANDEGLANG
36.01.21,PANDEGLANG,KAB. PANDEGLANG
36.01.22,CADASARI,KAB. PANDEGLANG
36.01.23,CISATA,KAB. PANDEGLANG
36.01.24,PATIA,KAB. PANDEGLANG
36.01.25,KARANG TANJUNG,KAB. PANDEGLANG
36.01.26,CIKEDAL,KAB. PANDEGLANG
36.01.27,CIBITUNG,KAB. PANDEGLANG
36.01.28,CARITA,KAB. PANDEGLANG
36.01.29,SUKARESMI,KAB. PANDEGLANG
36.01.30,MEKARJAYA,KAB. PANDEGLANG
36.01.31,SINDANGRESMI,KAB. PANDEGLANG
36.01.32,PULOSARI,KAB. PANDEGLANG
36.01.33,KORONCONG,KAB. PANDEGLANG
36.01.34,MAJASARI,KAB. PANDEGLANG
36.01.35,SOBANG,KAB. PANDEGLANG
36.02.01,MALINGPING,KAB. LEBAK
36.02.02,PANGGARANGAN,KAB. LEBAK
36.02.03,BAYAH,KAB. LEBAK
36.02.04,CIPANAS,KAB. LEBAK
36.02.05,MUNCANG,KAB. LEBAK
36.02.06,LEUWIDAMAR,KAB. LEBAK
36.02.07,BOJONGMANIK,KAB. LEBAK
36.02.08,GUNUNGKENCANA,KAB. LEBAK
36.02.09,BANJARSARI,KAB. LEBAK
36.02.10,CILELES,KAB. LEBAK
36.02.11,CIMARGA,KAB. LEBAK
36.02.12,SAJIRA,KAB. LEBAK
36.02.13,MAJA,KAB. LEBAK
36.02.14,RANGKASBITUNG,KAB. LEBAK
36.02.15,WARUNGGUNUNG,KAB. LEBAK
36.02.16,CIJAKU,KAB. LEBAK
36.02.17,CIKULUR,KAB. LEBAK
36.02.18,CIBADAK,KAB. LEBAK
36.02.19,CIBEBER,KAB. LEBAK
36.02.20,CILOGRANG,KAB. LEBAK
36.02.21,WANASALAM,KAB. LEBAK
36.02.22,SOBANG,KAB. LEBAK
36.02.23,CURUG BITUNG,KAB. LEBAK
36.02.24,KALANGANYAR,KAB. LEBAK
36.02.25,LEBAKGEDONG,KAB. LEBAK
36.02.26,CIHARA,KAB. LEBAK
36.02.27,CIRINTEN,KAB. LEBAK
36.02.28,CIGEMBLONG,KAB. LEBAK
36.03.01,BALARAJA,KAB. TANGERANG
36.03.02,JAYANTI,KAB. TANGERANG
36.03.03,TIGARAKSA,KAB. TANGERANG
36.03.04,JAMBE,KAB. TANGERANG
36.03.05,CISOKA,KAB. TANGERANG
36.03.06,KRESEK,KAB. TANGERANG
36.03.07,KRONJO,KAB. TANGERANG
36.03.08,MAUK,KAB. TANGERANG
36.03.09,KEMIRI,KAB. TANGERANG
36.03.10,SUKADIRI,KAB. TANGERANG
36.03.11,RAJEG,KAB. TANGERANG
36.03.12,PASAR KEMIS,KAB. TANGERANG
36.03.13,TELUKNAGA,KAB. TANGERANG
36.03.14,KOSAMBI,KAB. TANGERANG
36.03.15,PAKUHAJI,KAB. TANGERANG
36.03.16,SEPATAN,KAB. TANGERANG
36.03.17,CURUG,KAB. TANGERANG
36.03.18,CIKUPA,KAB. TANGERANG
36.03.19,PANONGAN,KAB. TANGERANG
36.03.20,LEGOK,KAB. TANGERANG
36.03.22,PAGEDANGAN,KAB. TANGERANG
36.03.23,CISAUK,KAB. TANGERANG
36.03.27,SUKAMULYA,KAB. TANGERANG
36.03.28,KELAPA DUA,KAB. TANGERANG
36.03.29,SINDANG JAYA,KAB. TANGERANG
36.03.30,SEPATAN TIMUR,KAB. TANGERANG
36.03.31,SOLEAR,KAB. TANGERANG
36.03.32,GUNUNG KALER,KAB. TANGERANG
36.03.33,MEKAR BARU,KAB. TANGERANG
36.04.05,KRAMATWATU,KAB. SERANG
36.04.06,WARINGINKURUNG,KAB. SERANG
36.04.07,BOJONEGARA,KAB. SERANG
36.04.08,PULO AMPEL,KAB. SERANG
36.04.09,CIRUAS,KAB. SERANG
36.04.11,KRAGILAN,KAB. SERANG
36.04.12,PONTANG,KAB. SERANG
36.04.13,TIRTAYASA,KAB. SERANG
36.04.14,TANARA,KAB. SERANG
36.04.15,CIKANDE,KAB. SERANG
36.04.16,KIBIN,KAB. SERANG
36.04.17,CARENANG,KAB. SERANG
36.04.18,BINUANG,KAB. SERANG
36.04.19,PETIR,KAB. SERANG
36.04.20,TUNJUNG TEJA,KAB. SERANG
36.04.22,BAROS,KAB. SERANG
36.04.23,CIKEUSAL,KAB. SERANG
36.04.24,PAMARAYAN,KAB. SERANG
36.04.25,KOPO,KAB. SERANG
36.04.26,JAWILAN,KAB. SERANG
36.04.27,CIOMAS,KAB. SERANG
36.04.28,PABUARAN,KAB. SERANG
36.04.29,PADARINCANG,KAB. SERANG
36.04.30,ANYAR,KAB. SERANG
36.04.31,CINANGKA,KAB. SERANG
36.04.32,MANCAK,KAB. SERANG
36.04.33,GUNUNG SARI,KAB. SERANG
36.04.34,BANDUNG,KAB. SERANG
36.04.35,LEBAK WANGI,KAB. SERANG
36.71.01,TANGERANG,KOTA TANGERANG
36.71.02,JATIUWUNG,KOTA TANGERANG
36.71.03,BATUCEPER,KOTA TANGERANG
36.71.04,BENDA,KOTA TANGERANG
36.71.05,CIPONDOH,KOTA TANGERANG
36.71.06,CILEDUG,KOTA TANGERANG
36.71.07,KARAWACI,KOTA TANGERANG
36.71.08,PERIUK,KOTA TANGERANG
36.71.09,CIBODAS,KOTA TANGERANG
36.71.10,NEGLASARI,KOTA TANGERANG
36.71.11,PINANG,KOTA TANGERANG
36.71.12,KARANG TENGAH,KOTA TANGERANG
36.71.13,LARANGAN,KOTA TANGERANG
36.72.01,CIBEBER,KOTA CILEGON
36.72.02,CILEGON,KOTA CILEGON
36.72.03,PULOMERAK,KOTA CILEGON
36.72.04,CIWANDAN,KOTA CILEGON
36.72.05,JOMBANG,KOTA CILEGON
36.72.06,GEROGOL,KOTA CILEGON
36.72.07,PURWAKARTA,KOTA CILEGON
36.72.08,CITANGKIL,KOTA CILEGON
36.73.01,SERANG,KOTA SERANG
36.73.02,KASEMEN,KOTA SERANG
36.73.03,WALANTAKA,KOTA SERANG
36.73.04,CURUG,KOTA SERANG
36.73.05,CIPOCOK JAYA,KOTA SERANG
36.73.06,TAKTAKAN,KOTA SERANG
36.74.01,SERPONG,KOTA TANGERANG SELATAN
36.74.02,SERPONG UTARA,KOTA TANGERANG SELATAN
36.74.03,PONDOK AREN,KOTA TANGERANG SELATAN
36.74.04,CIPUTAT,KOTA TANGERANG SELATAN
36.74.05,CIPUTAT TIMUR,KOTA TANGERANG SELATAN
36.74.06,PAMULANG,KOTA TANGERANG SELATAN
36.74.07,SETU,KOTA TANGERANG SELATAN
51.01.01,NEGARA,KAB. JEMBRANA
51.01.02,MENDOYO,KAB. JEMBRANA
51.01.03,PEKUTATAN,KAB. JEMBRANA
51.01.04,MELAYA,KAB. JEMBRANA
51.01.05,JEMBRANA,KAB. JEMBRANA
51.02.01,SELEMADEG,KAB. TABANAN
51.02.02,SELEMADEG TIMUR,KAB. TABANAN
51.02.03,SELEMADEG BARAT,KAB. TABANAN
51.02.04,KERAMBITAN,KAB. TABANAN
51.02.05,TABANAN,KAB. TABANAN
51.02.06,KEDIRI,KAB. TABANAN
51.02.07,MARGA,KAB. TABANAN
51.02.08,PENEBEL,KAB. TABANAN
51.02.09,BATURITI,KAB. TABANAN
51.02.10,PUPUAN,KAB. TABANAN
51.03.01,KUTA,KAB. BADUNG
51.03.02,MENGWI,KAB. BADUNG
51.03.03,ABIANSEMAL,KAB. BADUNG
51.03.04,PETANG,KAB. BADUNG
51.03.05,KUTA SELATAN,KAB. BADUNG
51.03.06,KUTA UTARA,KAB. BADUNG
51.04.01,SUKAWATI,KAB. GIANYAR
51.04.02,BLAHBATUH,KAB. GIANYAR
51.04.03,GIANYAR,KAB. GIANYAR
51.04.04,TAMPAKSIRING,KAB. GIANYAR
51.04.05,UBUD,KAB. GIANYAR
51.04.06,TEGALLALANG,KAB. GIANYAR
51.04.07,PAYANGAN,KAB. GIANYAR
51.05.01,NUSA PENIDA,KAB. KLUNGKUNG
51.05.02,BANJARANGKAN,KAB. KLUNGKUNG
51.05.03,KLUNGKUNG,KAB. KLUNGKUNG
51.05.04,DAWAN,KAB. KLUNGKUNG
51.06.01,SUSUT,KAB. BANGLI
51.06.02,BANGLI,KAB. BANGLI
51.06.03,TEMBUKU,KAB. BANGLI
51.06.04,KINTAMANI,KAB. BANGLI
51.07.01,RENDANG,KAB. KARANGASEM
51.07.02,SIDEMEN,KAB. KARANGASEM
51.07.03,MANGGIS,KAB. KARANGASEM
51.07.04,KARANGASEM,KAB. KARANGASEM
51.07.05,ABANG,KAB. KARANGASEM
51.07.06,BEBANDEM,KAB. KARANGASEM
51.07.07,SELAT,KAB. KARANGASEM
51.07.08,KUBU,KAB. KARANGASEM
51.08.01,GEROKGAK,KAB. BULELENG
51.08.02,SERIRIT,KAB. BULELENG
51.08.03,BUSUNGBIU,KAB. BULELENG
51.08.04,BANJAR,KAB. BULELENG
51.08.05,SUKASADA,KAB. BULELENG
51.08.06,BULELENG,KAB. BULELENG
51.08.07,SAWAN,KAB. BULELENG
51.08.08,KUBUTAMBAHAN,KAB. BULELENG
51.08.09,TEJAKULA,KAB. BULELENG
51.71.01,DENPASAR SELATAN,KOTA DENPASAR
51.71.02,DENPASAR TIMUR,KOTA DENPASAR
51.71.03,DENPASAR BARAT,KOTA DENPASAR
51.71.04,DENPASAR UTARA,KOTA DENPASAR
52.01.01,GERUNG,KAB. LOMBOK BARAT
52.01.02,KEDIRI,KAB. LOMBOK BARAT
52.01.03,NARMADA,KAB. LOMBOK BARAT
52.01.07,SEKOTONG,KAB. LOMBOK BARAT
52.01.08,LABUAPI,KAB. LOMBOK BARAT
52.01.09,GUNUNGSARI,KAB. LOMBOK BARAT
52.01.12,LINGSAR,KAB. LOMBOK BARAT
52.01.13,LEMBAR,KAB. LOMBOK BARAT
52.01.14,BATU LAYAR,KAB. LOMBOK BARAT
52.01.15,KURIPAN,KAB. LOMBOK BARAT
52.02.01,PRAYA,KAB. LOMBOK TENGAH
52.02.02,JONGGAT,KAB. LOMBOK TENGAH
52.02.03,BATUKLIANG,KAB. LOMBOK TENGAH
52.02.04,PUJUT,KAB. LOMBOK TENGAH
52.02.05,PRAYA BARAT,KAB. LOMBOK TENGAH
52.02.06,PRAYA TIMUR,KAB. LOMBOK TENGAH
52.02.07,JANAPRIA,KAB. LOMBOK TENGAH
52.02.08,PRINGGARATA,KAB. LOMBOK TENGAH
52.02.09,KOPANG,KAB. LOMBOK TENGAH
52.02.10,PRAYA TENGAH,KAB. LOMBOK TENGAH
52.02.11,PRAYA BARAT DAYA,KAB. LOMBOK TENGAH
52.02.12,BATUKLIANG UTARA,KAB. LOMBOK TENGAH
52.03.01,KERUAK,KAB. LOMBOK TIMUR
52.03.02,SAKRA,KAB. LOMBOK TIMUR
52.03.03,TERARA,KAB. LOMBOK TIMUR
52.03.04,SIKUR,KAB. LOMBOK TIMUR
52.03.05,MASBAGIK,KAB. LOMBOK TIMUR
52.03.06,SUKAMULIA,KAB. LOMBOK TIMUR
52.03.07,SELONG,KAB. LOMBOK TIMUR
52.03.08,PRINGGABAYA,KAB. LOMBOK TIMUR
52.03.09,AIKMEL,KAB. LOMBOK TIMUR
52.03.10,SAMBELIA,KAB. LOMBOK TIMUR
52.03.11,MONTONG GADING,KAB. LOMBOK TIMUR
52.03.12,PRINGGASELA,KAB. LOMBOK TIMUR
52.03.13,SURALAGA,KAB. LOMBOK TIMUR
52.03.14,WANASABA,KAB. LOMBOK TIMUR
52.03.15,SEMBALUN,KAB. LOMBOK TIMUR
52.03.16,SUWELA,KAB. LOMBOK TIMUR
52.03.17,LABUHAN HAJI,KAB. LOMBOK TIMUR
52.03.18,SAKRA TIMUR,KAB. LOMBOK TIMUR
52.03.19,SAKRA BARAT,KAB. LOMBOK TIMUR
52.03.20,JEROWARU,KAB. LOMBOK TIMUR
52.03.21,LENEK,KAB. LOMBOK TIMUR
52.04.02,LUNYUK,KAB. SUMBAWA
52.04.05,ALAS,KAB. SUMBAWA
52.04.06,UTAN,KAB. SUMBAWA
52.04.07,BATU LANTEH,KAB. SUMBAWA
52.04.08,SUMBAWA,KAB. SUMBAWA
52.04.09,MOYO HILIR,KAB. SUMBAWA
52.04.10,MOYO HULU,KAB. SUMBAWA
52.04.11,ROPANG,KAB. SUMBAWA
52.04.12,LAPE,KAB. SUMBAWA
52.04.13,PLAMPANG,KAB. SUMBAWA
52.04.14,EMPANG,KAB. SUMBAWA
52.04.17,ALAS BARAT,KAB. SUMBAWA
52.04.18,LABUHAN BADAS,KAB. SUMBAWA
52.04.19,LABANGKA,KAB. SUMBAWA
52.04.20,BUER,KAB. SUMBAWA
52.04.21,RHEE,KAB. SUMBAWA
52.04.22,UNTER IWES,KAB. SUMBAWA
52.04.23,MOYO UTARA,KAB. SUMBAWA
52.04.24,MARONGE,KAB. SUMBAWA
52.04.25,TARANO,KAB. SUMBAWA
52.04.26,LOPOK,KAB. SUMBAWA
52.04.27,LENANGGUAR,KAB. SUMBAWA
52.04.28,ORONG TELU,KAB. SUMBAWA
52.04.29,LANTUNG,KAB. SUMBAWA
52.05.01,DOMPU,KAB. DOMPU
52.05.02,KEMPO,KAB. DOMPU
52.05.03,HUU,KAB. DOMPU
52.05.04,KILO,KAB. DOMPU
52.05.05,WOJA,KAB. DOMPU
52.05.06,PEKAT,KAB. DOMPU
52.05.07,MANGGALEWA,KAB. DOMPU
52.05.08,PAJO,KAB. DOMPU
52.06.01,MONTA,KAB. BIMA
52.06.02,BOLO,KAB. BIMA
52.06.03,WOHA,KAB. BIMA
52.06.04,BELO,KAB. BIMA
52.06.05,WAWO,KAB. BIMA
52.06.06,SAPE,KAB. BIMA
52.06.07,WERA,KAB. BIMA
52.06.08,DONGGO,KAB. BIMA
52.06.09,SANGGAR,KAB. BIMA
52.06.10,AMBALAWI,KAB. BIMA
52.06.11,LANGGUDU,KAB. BIMA
52.06.12,LAMBU,KAB. BIMA
52.06.13,MADAPANGGA,KAB. BIMA
52.06.14,TAMBORA,KAB. BIMA
52.06.15,SOROMANDI,KAB. BIMA
52.06.16,PARADO,KAB. BIMA
52.06.17,LAMBITU,KAB. BIMA
52.06.18,PALIBELO,KAB. BIMA
52.07.01,JEREWEH,KAB. SUMBAWA BARAT
52.07.02,TALIWANG,KAB. SUMBAWA BARAT
52.07.03,SETELUK,KAB. SUMBAWA BARAT
52.07.04,SEKONGKANG,KAB. SUMBAWA BARAT
52.07.05,BRANG REA,KAB. SUMBAWA BARAT
52.07.06,POTO TANO,KAB. SUMBAWA BARAT
52.07.07,BRANG ENE,KAB. SUMBAWA BARAT
52.07.08,MALUK,KAB. SUMBAWA BARAT
52.08.01,TANJUNG,KAB. LOMBOK UTARA
52.08.02,GANGGA,KAB. LOMBOK UTARA
52.08.03,KAYANGAN,KAB. LOMBOK UTARA
52.08.04,BAYAN,KAB. LOMBOK UTARA
52.08.05,PEMENANG,KAB. LOMBOK UTARA
52.71.01,AMPENAN,KOTA MATARAM
52.71.02,MATARAM,KOTA MATARAM
52.71.03,CAKRANEGARA,KOTA MATARAM
52.71.04,SEKARBELA,KOTA MATARAM
52.71.05,SELAPARANG,KOTA MATARAM
52.71.06,SANDUBAYA,KOTA MATARAM
52.72.01,RASANAE BARAT,KOTA BIMA
52.72.02,RASANAE TIMUR,KOTA BIMA
52.72.03,ASAKOTA,KOTA BIMA
52.72.04,RABA,KOTA BIMA
52.72.05,MPUNDA,KOTA BIMA
53.01.04,SEMAU,KAB. KUPANG
53.01.05,KUPANG BARAT,KAB. KUPANG
53.01.06,KUPANG TIMUR,KAB. KUPANG
53.01.07,SULAMU,KAB. KUPANG
53.01.08,KUPANG TENGAH,KAB. KUPANG
53.01.09,AMARASI,KAB. KUPANG
53.01.10,FATULEU,KAB. KUPANG
53.01.11,TAKARI,KAB. KUPANG
53.01.12,AMFOANG SELATAN,KAB. KUPANG
53.01.13,AMFOANG UTARA,KAB. KUPANG
53.01.16,NEKAMESE,KAB. KUPANG
53.01.17,AMARASI BARAT,KAB. KUPANG
53.01.18,AMARASI SELATAN,KAB. KUPANG
53.01.19,AMARASI TIMUR,KAB. KUPANG
53.01.20,AMABI OEFETO TIMUR,KAB. KUPANG
53.01.21,AMFOANG BARAT DAYA,KAB. KUPANG
53.01.22,AMFOANG BARAT LAUT,KAB. KUPANG
53.01.23,SEMAU SELATAN,KAB. KUPANG
53.01.24,TAEBENU,KAB. KUPANG
53.01.25,AMABI OEFETO,KAB. KUPANG
53.01.26,AMFOANG TIMUR,KAB. KUPANG
53.01.27,FATULEU BARAT,KAB. KUPANG
53.01.28,FATULEU TENGAH,KAB. KUPANG
53.01.30,AMFOANG TENGAH,KAB. KUPANG
53.02.01,KOTA SOE,KAB. TIMOR TENGAH SELATAN
53.02.02,MOLLO SELATAN,KAB. TIMOR TENGAH SELATAN
53.02.03,MOLLO UTARA,KAB. TIMOR TENGAH SELATAN
53.02.04,AMANUBAN TIMUR,KAB. TIMOR TENGAH SELATAN
53.02.05,AMANUBAN TENGAH,KAB. TIMOR TENGAH SELATAN
53.02.06,AMANUBAN SELATAN,KAB. TIMOR TENGAH SELATAN
53.02.07,AMANUBAN BARAT,KAB. TIMOR TENGAH SELATAN
53.02.08,AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN
53.02.09,AMANATUN UTARA,KAB. TIMOR TENGAH SELATAN
53.02.10,KIE,KAB. TIMOR TENGAH SELATAN
53.02.11,KUANFATU,KAB. TIMOR TENGAH SELATAN
53.02.12,FATUMNASI,KAB. TIMOR TENGAH SELATAN
53.02.13,POLEN,KAB. TIMOR TENGAH SELATAN
53.02.14,BATU PUTIH,KAB. TIMOR TENGAH SELATAN
53.02.15,BOKING,KAB. TIMOR TENGAH SELATAN
53.02.16,TOIANAS,KAB. TIMOR TENGAH SELATAN
53.02.17,NUNKOLO,KAB. TIMOR TENGAH SELATAN
53.02.18,OENINO,KAB. TIMOR TENGAH SELATAN
53.02.19,KOLBANO,KAB. TIMOR TENGAH SELATAN
53.02.20,KOT OLIN,KAB. TIMOR TENGAH SELATAN
53.02.21,KUALIN,KAB. TIMOR TENGAH SELATAN
53.02.22,MOLLO BARAT,KAB. TIMOR TENGAH SELATAN
53.02.23,KOK BAUN,KAB. TIMOR TENGAH SELATAN
53.02.24,NOEBANA,KAB. TIMOR TENGAH SELATAN
53.02.25,SANTIAN,KAB. TIMOR TENGAH SELATAN
53.02.26,NOEBEBA,KAB. TIMOR TENGAH SELATAN
53.02.27,KUATNANA,KAB. TIMOR TENGAH SELATAN
53.02.28,FAUTMOLO,KAB. TIMOR TENGAH SELATAN
53.02.29,FATUKOPA,KAB. TIMOR TENGAH SELATAN
53.02.30,MOLLO TENGAH,KAB. TIMOR TENGAH SELATAN
53.02.31,TOBU,KAB. TIMOR TENGAH SELATAN
53.02.32,NUNBENA,KAB. TIMOR TENGAH SELATAN
53.03.01,MIOMAFO TIMUR,KAB. TIMOR TENGAH UTARA
53.03.02,MIOMAFO BARAT,KAB. TIMOR TENGAH UTARA
53.03.03,BIBOKI SELATAN,KAB. TIMOR TENGAH UTARA
53.03.04,NOEMUTI,KAB. TIMOR TENGAH UTARA
53.03.05,KOTA KEFAMENANU,KAB. TIMOR TENGAH UTARA
53.03.06,BIBOKI UTARA,KAB. TIMOR TENGAH UTARA
53.03.07,BIBOKI ANLEU,KAB. TIMOR TENGAH UTARA
53.03.08,INSANA,KAB. TIMOR TENGAH UTARA
53.03.09,INSANA UTARA,KAB. TIMOR TENGAH UTARA
53.03.10,NOEMUTI TIMUR,KAB. TIMOR TENGAH UTARA
